IMDB Ratings,IMDB Score,Content Rating,Date Released,year,month,day of the week,Genres,Genre A,Genre B,Genre C,Keywords,Keyword 1,Keyword 2,Keyword 3,Stars,Star 1,Star 2,Star 3,Directors,Director 1,Director 2,Director 3,Writers,Writer 1,Writer 2,Writer 3,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD,Name,RT_audience_score,RT_tomatometer_score,RT_audience_#reviews,RT_tomatometer_#reviews,Producer
162068,6.2,PG,2022-04-15,2022,4,4,['Adventure' 'Family' 'Fantasy'],Adventure,Family,Fantasy,"['wand' 'hogwarts' 'younger version of character' 'fascist'
 'snow adventure' 'trailer']",wand,hogwarts,younger version of character,['Eddie Redmayne' 'Jude Law' 'Ezra Miller'],Eddie Redmayne,Jude Law,Ezra Miller,['David Yates'],David Yates,none,none,['J.K. Rowling' 'Steve Kloves'],J.K. Rowling,Steve Kloves,none,142,6,0,200000000,$,95850844,42151256,407150844,Fantastic Beasts: The Secrets of Dumbledore,7.6,5.4,11769.0,247.0,"David Heyman,Steve Kloves,Tim Lewis,J.K. Rowling,Lionel Wigram"
745756,7.8,PG,2022-03-04,2022,3,4,['Action' 'Crime' 'Drama'],Action,Crime,Drama,"['batman character' 'gotham city' 'dc comics' 'riddle' 'masked superhero'
 'trailer']",batman character,gotham city,dc comics,['Robert Pattinson' 'Zoë Kravitz' 'Jeffrey Wright'],Robert Pattinson,Zoë Kravitz,Jeffrey Wright,['Matt Reeves'],Matt Reeves,none,none,['Matt Reeves' 'Peter Craig' 'Bob Kane'],Matt Reeves,Peter Craig,Bob Kane,176,165,35,185000000,$,369345583,134008624,772245583,The Batman,8.6,7.7,57942.0,524.0,"Dylan Clark,Matt Reeves"
490425,7.8,14A,2022-03-25,2022,3,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,['multiverse' 'nihilism' 'bagel' 'laundromat' 'immigrant' 'trailer'],multiverse,nihilism,bagel,['Michelle Yeoh' 'Stephanie Hsu' 'Jamie Lee Curtis'],Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,['Daniel Kwan' 'Daniel Scheinert'],Daniel Kwan,Daniel Scheinert,none,['Daniel Kwan' 'Daniel Scheinert'],Daniel Kwan,Daniel Scheinert,none,139,360,392,14300000,$,77191785,501305,143370485,Everything Everywhere All at Once,8.2,8.5,19803.0,403.0,"Joe Russo,Anthony Russo,Mike Larocca,Dan Kwan,Daniel Scheinert,Jonathan Wang"
159462,7.8,14A,2022-03-25,2022,3,4,['Action' 'Drama'],Action,Drama,none,"['1920s' 'bare chested male' 'male friendship' 'rescue'
 'father son relationship' 'trailer']",1920s,bare chested male,male friendship,['N.T. Rama Rao Jr.' 'Ram Charan' 'Ajay Devgn'],N.T. Rama Rao Jr.,Ram Charan,Ajay Devgn,['S.S. Rajamouli'],S.S. Rajamouli,none,none,['Vijayendra Prasad' 'S.S. Rajamouli' 'Sai Madhav Burra'],Vijayendra Prasad,S.S. Rajamouli,Sai Madhav Burra,187,145,76,3500000000,₹,15156051,9500000,166611197,RRR,9.0,8.3,3223.0,103.0,D.V.V. Danayya
154379,6.5,16+,2022-03-18,2022,3,4,['Horror' 'Mystery' 'Thriller'],Horror,Mystery,Thriller,"['aspiring porn star' 'timeframe 1970s' 'senile woman'
 'filming people having sex' 'husband wife relationship' 'trailer']",aspiring porn star,timeframe 1970s,senile woman,['Mia Goth' 'Jenna Ortega' 'Brittany Snow'],Mia Goth,Jenna Ortega,Brittany Snow,['Ti West'],Ti West,none,none,['Ti West'],Ti West,none,none,105,38,3,1000000,$,11765309,4275126,14740889,X,7.2,7.7,4612.0,226.0,"Jacob Jaffke,Kevin Turen,Harrison Kreiss"
146857,6.1,PG,2022-03-25,2022,3,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,['reclusive writer' 'writer' 'kidnapping' 'book tour' 'leech' 'trailer'],reclusive writer,writer,kidnapping,['Sandra Bullock' 'Channing Tatum' 'Daniel Radcliffe'],Sandra Bullock,Channing Tatum,Daniel Radcliffe,['Aaron Nee' 'Adam Nee'],Aaron Nee,Adam Nee,none,['Oren Uziel' 'Dana Fox' 'Adam Nee'],Oren Uziel,Dana Fox,Adam Nee,112,5,3,68000000,$,105344029,30453269,192907684,The Lost City,7.6,6.4,8918.0,273.0,"Liza Chasin,Sandra Bullock,Seth Gordon"
144596,5.2,14A,2022-04-01,2022,4,4,['Action' 'Adventure' 'Horror'],Action,Adventure,Horror,['vampire' 'based on comic' 'marvel comics' 'superhero' 'blood' 'trailer'],vampire,based on comic,marvel comics,['Jared Leto' 'Matt Smith' 'Adria Arjona'],Jared Leto,Matt Smith,Adria Arjona,['Daniel Espinosa'],Daniel Espinosa,none,none,['Matt Sazama' 'Burk Sharpless'],Matt Sazama,Burk Sharpless,none,104,4,2,75000000,$,73865530,39005895,167460961,Morbius,7.0,3.8,17951.0,283.0,"Avi Arad,Matthew Tolmach,Lucas Foster"
143903,7.0,PG,2022-03-11,2022,3,4,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,"['red panda' 'friendship' 'chinese canadian' 'shapeshifting'
 'mother daughter relationship' 'trailer']",red panda,friendship,chinese canadian,['Rosalie Chiang' 'Sandra Oh' 'Ava Morse'],Rosalie Chiang,Sandra Oh,Ava Morse,['Domee Shi'],Domee Shi,none,none,['Domee Shi' 'Julia Cho' 'Sarah Streicher'],Domee Shi,Julia Cho,Sarah Streicher,100,89,8,unknown,unknown,unknown,unknown,unknown,Turning Red,7.2,8.1,6585.0,287.0,Lindsey Collins
139052,7.0,14A,2022-04-22,2022,4,4,['Action' 'Comedy' 'Crime'],Action,Comedy,Crime,"['spain' 'american in spain' 'american abroad' 'golden gun'
 'kidnapped girl' 'trailer']",spain,american in spain,american abroad,['Nicolas Cage' 'Pedro Pascal' 'Tiffany Haddish'],Nicolas Cage,Pedro Pascal,Tiffany Haddish,['Tom Gormican'],Tom Gormican,none,none,['Tom Gormican' 'Kevin Etten'],Tom Gormican,Kevin Etten,none,107,21,2,30000000,$,20300157,7131703,29116320,The Unbearable Weight of Massive Talent,8.2,7.3,4676.0,314.0,"Nicolas Cage,Mike Nilon,Kristin Burr,Kevin Turen"
89398,6.1,14A,2022-04-08,2022,4,4,['Action' 'Crime' 'Drama'],Action,Crime,Drama,"['ambulance' 'heist gone wrong' 'los angeles california' 'doctor' 'money'
 'trailer']",ambulance,heist gone wrong,los angeles california,['Jake Gyllenhaal' 'Yahya Abdul-Mateen II' 'Eiza González'],Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,['Michael Bay'],Michael Bay,none,none,['Chris Fedak' 'Laurits Munch-Petersen' 'Lars Andreas Pedersen'],Chris Fedak,Laurits Munch-Petersen,Lars Andreas Pedersen,136,10,0,40000000,$,22781115,8699630,52300984,Ambulance,7.6,5.8,4207.0,251.0,"Michael Bay,Bradley J. Fischer,James Vanderbilt,William Sherak,Ian Bryce"
82156,6.5,PG,2022-04-08,2022,4,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,"['sequel' 'sonic the hedgehog character' 'knuckles the echidna character'
 'dr. ivo &apos;eggman&apos; robotnik character' 'villain' 'trailer']",sequel,sonic the hedgehog character,knuckles the echidna character,['James Marsden' 'Jim Carrey' 'Ben Schwartz'],James Marsden,Jim Carrey,Ben Schwartz,['Jeff Fowler'],Jeff Fowler,none,none,['Pat Casey' 'Josh Miller' 'John Whittington'],Pat Casey,Josh Miller,John Whittington,122,3,2,110000000,$,190872904,72105176,405421518,Sonic the Hedgehog 2,9.0,6.0,14552.0,182.0,"Neal H. Moritz,Toby Ascher,Toru Nakahara,Hitoshi Okuno"
243645,6.3,PG,2022-02-18,2022,2,4,['Action' 'Adventure'],Action,Adventure,none,"['based on video game' 'hero' 'treasure' 'helicopter' 'action hero'
 'trailer']",based on video game,hero,treasure,['Tom Holland' 'Mark Wahlberg' 'Antonio Banderas'],Tom Holland,Mark Wahlberg,Antonio Banderas,['Ruben Fleischer'],Ruben Fleischer,none,none,['Rafe Judkins' 'Art Marcum' 'Matt Holloway'],Rafe Judkins,Art Marcum,Matt Holloway,116,2,0,120000000,$,148648820,44010155,407141258,Uncharted,7.8,5.2,14821.0,264.0,"Charles Roven,Avi Arad,Alex Gartner,Ari Arad"
223100,6.7,PG,2022-03-11,2022,3,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,"['time travel' 'future self meets past self' 'dog' 'future' 'technology'
 'trailer']",time travel,future self meets past self,dog,['Ryan Reynolds' 'Walker Scobell' 'Mark Ruffalo'],Ryan Reynolds,Walker Scobell,Mark Ruffalo,['Shawn Levy'],Shawn Levy,none,none,['Jonathan Tropper' 'T.S. Nowlin' 'Jennifer Flackett'],Jonathan Tropper,T.S. Nowlin,Jennifer Flackett,106,9,0,unknown,unknown,unknown,unknown,unknown,The Adam Project,7.6,6.2,3240.0,216.0,"David Ellison,Dana Goldberg,Don Granger,Shawn Levy,Ryan Reynolds"
178102,6.3,PG,2022-02-11,2022,2,4,['Crime' 'Drama' 'Mystery'],Crime,Drama,Mystery,['sequel' 'detective' 'murder' 'murder investigation' 'egypt' 'trailer'],sequel,detective,murder,['Tom Bateman' 'Annette Bening' 'Kenneth Branagh'],Tom Bateman,Annette Bening,Kenneth Branagh,['Kenneth Branagh'],Kenneth Branagh,none,none,['Michael Green' 'Agatha Christie'],Michael Green,Agatha Christie,none,127,8,1,90000000,$,45630104,12891123,137307235,Death on the Nile,7.4,5.9,6132.0,290.0,"Ridley Scott,Kevin J. Walsh,Kenneth Branagh,Judy Hofflund"
95082,5.1,13+,2022-04-01,2022,4,4,['Action' 'Adventure' 'Sci-Fi'],Action,Adventure,Sci-Fi,['disaster film' 'moon' 'disaster' 'rocket' 'meteor strike' 'trailer'],disaster film,moon,disaster,['Halle Berry' 'Patrick Wilson' 'John Bradley'],Halle Berry,Patrick Wilson,John Bradley,['Roland Emmerich'],Roland Emmerich,none,none,['Roland Emmerich' 'Harald Kloser' 'Spenser Cohen'],Roland Emmerich,Harald Kloser,Spenser Cohen,130,1,0,150000000,$,19060660,9868997,67295363,Moonfall,6.2,4.4,4629.0,216.0,"Harald Kloser,Roland Emmerich"
578050,7.2,14A,2021-12-24,2021,12,4,['Comedy' 'Drama' 'Sci-Fi'],Comedy,Drama,Sci-Fi,"['meteorite' 'asteroid' 'meteor strike' 'meteor'
 'american female politician' 'trailer']",meteorite,asteroid,meteor strike,['Leonardo DiCaprio' 'Jennifer Lawrence' 'Meryl Streep'],Leonardo DiCaprio,Jennifer Lawrence,Meryl Streep,['Adam McKay'],Adam McKay,none,none,['Adam McKay' 'David Sirota'],Adam McKay,David Sirota,none,138,89,23,unknown,unknown,unknown,unknown,unknown,Don't Look Up,7.4,6.3,14082.0,305.0,"Adam McKay,Kevin J. Messick"
271862,5.7,14A,2021-12-22,2021,12,2,['Action' 'Sci-Fi'],Action,Sci-Fi,none,"['fourth part' 'matrix' 'war against machines' 'self referential'
 'simulation' 'trailer']",fourth part,matrix,war against machines,['Keanu Reeves' 'Carrie-Anne Moss' 'Yahya Abdul-Mateen II'],Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,['Lana Wachowski'],Lana Wachowski,none,none,['Lana Wachowski' 'David Mitchell' 'Aleksandar Hemon'],Lana Wachowski,David Mitchell,Aleksandar Hemon,148,35,7,190000000,$,37686805,10749011,157286805,The Matrix Resurrections,5.6,6.2,15280.0,361.0,"James McTeigue,Lana Wachowski,Grant Hill"
166610,6.3,14A,2021-12-22,2021,12,2,['Action' 'Adventure' 'Thriller'],Action,Adventure,Thriller,"['1910s' 'third part' 'based on comic' 'marvel comics' 'icon comics'
 'trailer']",1910s,third part,based on comic,['Ralph Fiennes' 'Gemma Arterton' 'Rhys Ifans'],Ralph Fiennes,Gemma Arterton,Rhys Ifans,['Matthew Vaughn'],Matthew Vaughn,none,none,['Matthew Vaughn' 'Karl Gajdusek' 'Mark Millar'],Matthew Vaughn,Karl Gajdusek,Mark Millar,131,4,1,100000000,$,37176373,5915542,125897478,The King's Man,7.2,5.1,5722.0,183.0,"Matthew Vaughn,David Reid,Adam Bohling"
159750,7.0,14A,2021-12-17,2021,12,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['neo noir' 'male frontal nudity' 'mentalist' 'male full frontal nudity'
 'carnival' 'trailer']",neo noir,male frontal nudity,mentalist,['Bradley Cooper' 'Cate Blanchett' 'Toni Collette'],Bradley Cooper,Cate Blanchett,Toni Collette,['Guillermo del Toro'],Guillermo del Toro,none,none,['Guillermo del Toro' 'Kim Morgan' 'William Lindsay Gresham'],Guillermo del Toro,Kim Morgan,William Lindsay Gresham,150,121,30,60000000,$,11338107,2811703,39629195,Nightmare Alley,7.2,7.4,4002.0,355.0,"Guillermo del Toro,J. Miles Dale,Bradley Cooper"
307359,6.3,PG,2021-11-12,2021,11,4,['Action' 'Comedy' 'Thriller'],Action,Comedy,Thriller,['thief' 'heist' 'chase' 'rivalry' 'art' 'trailer'],thief,heist,chase,['Dwayne Johnson' 'Ryan Reynolds' 'Gal Gadot'],Dwayne Johnson,Ryan Reynolds,Gal Gadot,['Rawson Marshall Thurber'],Rawson Marshall Thurber,none,none,['Rawson Marshall Thurber'],Rawson Marshall Thurber,none,none,118,1,0,unknown,unknown,unknown,unknown,unknown,Red Notice,7.2,4.8,6462.0,175.0,"Hiram Garcia,Dany Garcia,Rawson Marshall Thurber,Beau Flynn,Dwayne Johnson"
250356,7.2,G,2021-11-24,2021,11,2,['Animation' 'Comedy' 'Family'],Animation,Comedy,Family,['colombia' 'magic' 'magical house' 'candle' '3d animation' 'trailer'],colombia,magic,magical house,['Stephanie Beatriz' 'María Cecilia Botero' 'John Leguizamo'],Stephanie Beatriz,María Cecilia Botero,John Leguizamo,['Jared Bush' 'Byron Howard' 'Charise Castro Smith'],Jared Bush,Byron Howard,Charise Castro Smith,['Charise Castro Smith' 'Jared Bush' 'Byron Howard'],Charise Castro Smith,Jared Bush,Byron Howard,102,87,54,50000000,$,96093622,27206494,256786742,Encanto,8.4,7.5,10422.0,212.0,"Yvett Merino Flores,Clark Spencer"
153539,6.6,14A,2021-11-24,2021,11,2,['Biography' 'Crime' 'Drama'],Biography,Crime,Drama,['fashion' 'based on true story' 'italy' 'fashion house' '1990s' 'trailer'],fashion,based on true story,italy,['Lady Gaga' 'Adam Driver' 'Al Pacino'],Lady Gaga,Adam Driver,Al Pacino,['Ridley Scott'],Ridley Scott,none,none,['Becky Johnston' 'Roberto Bentivegna' 'Sara Gay Forden'],Becky Johnston,Roberto Bentivegna,Sara Gay Forden,158,76,15,75000000,$,53809574,14423794,153269161,House of Gucci,7.8,6.2,7626.0,370.0,"Ridley Scott,Giannina Facio,Kevin J. Walsh,Mark Huffam"
135376,7.1,PG,2021-12-25,2021,12,5,['Comedy' 'Drama' 'Romance'],Comedy,Drama,Romance,"['jewish' 'age difference' 'coming of age' 'year 1973' 'teenage boy'
 'trailer']",jewish,age difference,coming of age,['Alana Haim' 'Cooper Hoffman' 'Sean Penn'],Alana Haim,Cooper Hoffman,Sean Penn,['Paul Thomas Anderson'],Paul Thomas Anderson,none,none,['Paul Thomas Anderson'],Paul Thomas Anderson,none,none,133,200,61,40000000,$,17318007,345157,33274040,Licorice Pizza,6.8,8.3,3737.0,325.0,"Sara Murphy,Adam Somner,Paul Thomas Anderson"
116706,7.1,14A,2021-11-26,2021,11,4,['Crime' 'Drama'],Crime,Drama,none,['based on tv series' 'secret' 'guilty' 'sheriff' 'reconnect' 'trailer'],based on tv series,secret,guilty,['Sandra Bullock' 'Viola Davis' 'Vincent D&apos;Onofrio'],Sandra Bullock,Viola Davis,Vincent D&apos;Onofrio,['Nora Fingscheidt'],Nora Fingscheidt,none,none,['Peter Craig' 'Hillary Seitz' 'Courtenay Miles'],Peter Craig,Hillary Seitz,Courtenay Miles,112,4,5,unknown,unknown,unknown,unknown,unknown,The Unforgivable,7.6,5.1,1554.0,92.0,"Sandra Bullock,Veronica Ferres,Graham King"
93222,6.9,PG,2021-11-05,2021,11,4,['Adventure' 'Drama' 'Sci-Fi'],Adventure,Drama,Sci-Fi,"['post apocalyptic future' 'solar event' 'robot' 'robotics engineer' 'rv'
 'trailer']",post apocalyptic future,solar event,robot,['Tom Hanks' 'Caleb Landry Jones' 'Marie Wagenman'],Tom Hanks,Caleb Landry Jones,Marie Wagenman,['Miguel Sapochnik'],Miguel Sapochnik,none,none,['Craig Luck' 'Ivor Powell'],Craig Luck,Ivor Powell,none,115,5,2,unknown,unknown,unknown,unknown,unknown,Finch,7.2,6.5,1376.0,173.0,"Kevin Misher,Jack Rapke,Jacqueline Levine,Ivor Powell"
92274,7.2,PG,2021-12-10,2021,12,4,['Crime' 'Drama' 'Musical'],Crime,Drama,Musical,"['remake' 'gang' 'based on stage musical' '1950s'
 'reference to shakespeare&apos;s romeo and juliet' 'trailer']",remake,gang,based on stage musical,['Ansel Elgort' 'Rachel Zegler' 'Ariana DeBose'],Ansel Elgort,Rachel Zegler,Ariana DeBose,['Steven Spielberg'],Steven Spielberg,none,none,['Tony Kushner' 'Arthur Laurents'],Tony Kushner,Arthur Laurents,none,156,291,71,100000000,$,38530322,10574618,76016171,West Side Story,8.6,8.2,7240.0,389.0,"Steven Spielberg,Kristie Macosko Krieger,Kevin McCollum"
81359,7.4,G,2021-12-22,2021,12,2,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,['koala' 'porcupine' 'gorilla' 'pig' 'elephant' 'trailer'],koala,porcupine,gorilla,['Matthew McConaughey' 'Reese Witherspoon' 'Scarlett Johansson'],Matthew McConaughey,Reese Witherspoon,Scarlett Johansson,['Garth Jennings' 'Christophe Lourdelet'],Garth Jennings,Christophe Lourdelet,none,['Garth Jennings'],Garth Jennings,none,none,110,20,2,85000000,$,162790990,22326230,408402536,Sing 2,9.4,6.1,9642.0,137.0,"Christopher Meledandri,Janet Healy"
374302,6.3,PG,2021-11-05,2021,11,4,['Action' 'Adventure' 'Fantasy'],Action,Adventure,Fantasy,['superhero' 'gay' 'suicide' 'gay superhero' 'f rated' 'trailer'],superhero,gay,suicide,['Gemma Chan' 'Richard Madden' 'Angelina Jolie'],Gemma Chan,Richard Madden,Angelina Jolie,['Chloé Zhao'],Chloé Zhao,none,none,['Chloé Zhao' 'Patrick Burleigh' 'Ryan Firpo'],Chloé Zhao,Patrick Burleigh,Ryan Firpo,156,18,7,200000000,$,164870234,71297219,402064899,Eternals,7.6,5.6,47274.0,413.0,"Kevin Feige,Nate Moore"
205055,7.1,PG,2021-11-19,2021,11,4,['Adventure' 'Comedy' 'Fantasy'],Adventure,Comedy,Fantasy,['ghost' 'ghostbuster' 'sequel' 'ghostbusters' 'single parent' 'trailer'],ghost,ghostbuster,sequel,['Carrie Coon' 'Paul Rudd' 'Finn Wolfhard'],Carrie Coon,Paul Rudd,Finn Wolfhard,['Jason Reitman'],Jason Reitman,none,none,['Gil Kenan' 'Jason Reitman' 'Ivan Reitman'],Gil Kenan,Jason Reitman,Ivan Reitman,124,21,1,75000000,$,129360575,44008406,204334455,Ghostbusters: Afterlife,8.8,6.2,17821.0,310.0,Ivan Reitman
433281,7.3,PG,2021-10-08,2021,10,4,['Action' 'Adventure' 'Thriller'],Action,Adventure,Thriller,['official james bond series' 'espionage' 'spy' 'mi6' 'poison' 'trailer'],official james bond series,espionage,spy,['Daniel Craig' 'Ana de Armas' 'Rami Malek'],Daniel Craig,Ana de Armas,Rami Malek,['Cary Joji Fukunaga'],Cary Joji Fukunaga,none,none,['Neal Purvis' 'Robert Wade' 'Cary Joji Fukunaga'],Neal Purvis,Robert Wade,Cary Joji Fukunaga,163,75,42,250000000,$,160891007,55225007,774153007,No Time to Die,8.2,7.3,19099.0,432.0,"Michael G. Wilson,Barbara Broccoli"
251321,5.9,14A,2021-10-01,2021,10,4,['Action' 'Sci-Fi' 'Thriller'],Action,Sci-Fi,Thriller,"['based on comic' 'superhero' 'marvel comics' 'sequel' 'second part'
 'trailer']",based on comic,superhero,marvel comics,['Tom Hardy' 'Woody Harrelson' 'Michelle Williams'],Tom Hardy,Woody Harrelson,Michelle Williams,['Andy Serkis'],Andy Serkis,none,none,['Kelly Marcel' 'Tom Hardy'],Kelly Marcel,Tom Hardy,none,97,6,1,110000000,$,213550366,90033210,506863592,Venom: Let There Be Carnage,7.6,5.4,18526.0,281.0,"Avi Arad,Matthew Tolmach,Amy Pascal,Kelly Marcel,Tom Hardy,Hutch Parker"
189044,6.8,14A,2021-12-01,2021,12,2,['Drama' 'Western'],Drama,Western,none,"['animal cruelty' 'repressed homosexuality' 'homosexuality'
 'bull castration' 'male nudity' 'trailer']",animal cruelty,repressed homosexuality,homosexuality,['Benedict Cumberbatch' 'Kirsten Dunst' 'Jesse Plemons'],Benedict Cumberbatch,Kirsten Dunst,Jesse Plemons,['Jane Campion'],Jane Campion,none,none,['Jane Campion' 'Thomas Savage'],Jane Campion,Thomas Savage,none,126,315,278,unknown,unknown,unknown,unknown,unknown,The Power of the Dog,6.4,8.4,4621.0,362.0,"Jane Campion,Iain Canning,Roger Frappier,Tanya Seghatchian,Emile Sherman"
181457,6.9,14A,2022-06-24,2022,6,4,['Horror' 'Mystery' 'Thriller'],Horror,Mystery,Thriller,"['serial child killer' 'masked killer' 'child abduction'
 'alcoholic father' 'basement' 'trailer']",serial child killer,masked killer,child abduction,['Mason Thames' 'Madeleine McGraw' 'Ethan Hawke'],Mason Thames,Madeleine McGraw,Ethan Hawke,['Scott Derrickson'],Scott Derrickson,none,none,['Joe Hill' 'Scott Derrickson' 'C. Robert Cargill'],Joe Hill,Scott Derrickson,C. Robert Cargill,103,16,7,18000000,$,90123230,23633220,161440742,The Black Phone,8.4,7.0,10456.0,264.0,"Jason Blum,Scott Derrickson,C. Robert Cargill"
174689,7.4,18A,2021-10-15,2021,10,4,['Action' 'Drama' 'History'],Action,Drama,History,"['14th century' 'duel' 'battle' 'husband wife relationship'
 'historical drama' 'trailer']",14th century,duel,battle,['Matt Damon' 'Adam Driver' 'Jodie Comer'],Matt Damon,Adam Driver,Jodie Comer,['Ridley Scott'],Ridley Scott,none,none,['Nicole Holofcener' 'Ben Affleck' 'Matt Damon'],Nicole Holofcener,Ben Affleck,Matt Damon,152,44,4,100000000,$,10853945,4759151,30552111,The Last Duel,7.6,7.3,4562.0,292.0,"Ridley Scott,Kevin J. Walsh,Jennifer Fox,Nicole Holofcener"
167349,7.0,14A,2021-10-22,2021,10,4,['Drama' 'Horror' 'Mystery'],Drama,Horror,Mystery,"['1960s' 'fashion designer' 'soho london' 'seeing the past'
 'female serial killer' 'trailer']",1960s,fashion designer,soho london,['Thomasin McKenzie' 'Anya Taylor-Joy' 'Matt Smith'],Thomasin McKenzie,Anya Taylor-Joy,Matt Smith,['Edgar Wright'],Edgar Wright,none,none,['Edgar Wright' 'Krysty Wilson-Cairns'],Edgar Wright,Krysty Wilson-Cairns,none,116,74,24,43000000,$,10127625,4178460,22957625,Last Night in Soho,7.8,6.9,3902.0,351.0,"Nira Park,Tim Bevan,Eric Fellner,Laura Richardson,Edgar Wright"
142732,6.3,14A,2021-10-01,2021,10,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['remake' 'kidnapping' 'police officer' 'police' 'woman in jeopardy'
 'trailer']",remake,kidnapping,police officer,['Jake Gyllenhaal' 'Riley Keough' 'Peter Sarsgaard'],Jake Gyllenhaal,Riley Keough,Peter Sarsgaard,['Antoine Fuqua'],Antoine Fuqua,none,none,['Nic Pizzolatto' 'Gustav Möller' 'Emil Nygaard Albertsen'],Nic Pizzolatto,Gustav Möller,Emil Nygaard Albertsen,90,Sans appel</span,0,unknown,unknown,unknown,unknown,unknown,The Guilty,6.0,6.5,1630.0,190.0,"Antoine Fuqua,Scott Greenberg,Jake Gyllenhaal,David Haring,David Litvak,Michel Litvak,Riva Marker,Svetlana Metkina,Kat Samick,Gary Michael Walters"
129721,7.5,PG,2021-11-19,2021,11,4,['Biography' 'Drama' 'Sport'],Biography,Drama,Sport,"['tennis player' 'compton' 'father' 'based on real people' 'tennis coach'
 'trailer']",tennis player,compton,father,['Will Smith' 'Aunjanue Ellis-Taylor' 'Jon Bernthal'],Will Smith,Aunjanue Ellis-Taylor,Jon Bernthal,['Reinaldo Marcus Green'],Reinaldo Marcus Green,none,none,['Zach Baylin'],Zach Baylin,none,none,144,137,49,50000000,$,15129285,5406033,39429285,King Richard,8.4,7.6,4021.0,299.0,"Tim White,Trevor White,Will Smith"
104669,6.2,14A,2021-09-10,2021,9,4,['Crime' 'Horror' 'Mystery'],Crime,Horror,Mystery,"['woman in jeopardy' 'body horror' 'giallo esque' 'imaginary friend'
 'serial killer' 'trailer']",woman in jeopardy,body horror,giallo esque,['Annabelle Wallis' 'Maddie Hasson' 'George Young'],Annabelle Wallis,Maddie Hasson,George Young,['James Wan'],James Wan,none,none,['James Wan' 'Ingrid Bisu' 'Akela Cooper'],James Wan,Ingrid Bisu,Akela Cooper,111,18,4,40000000,$,13391791,5434620,34891791,Malignant,6.2,6.3,4220.0,178.0,"James Wan,Michael Clear"
