Name,Worldwide Gross Revenue (sus),Domestic Opening,Domestic Gross,China Opening,China Gross,UK Opening,UK Gross,France Opening,France Gross,Germany Opening,Germany Gross,Italy Opening,Italy Gross,Spain Opening,Spain Gross,Japan Opening,Japan Gross,South Korea Opening,South Korea Gross,Australia Opening,Australia Gross,Russia/CIS Opening,Russia/CIS Gross,India Opening,India Gross
Office Christmas Party,140822155.2,20772820.48,67357109.55,0.0,0.0,1852631.57,4786537.49,576951.05,1251394.2,1377333.28,4225241.5,756971.38,1034990.51,618986.91,1285978.25,0.0,0.0,0.0,0.0,1932478.67,5158263.17,2781584.81,5872172.98,0.0,0.0
Okja,2447595.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709578.71,2447595.86,0.0,0.0,0.0,0.0,0.0,0.0
Old,95636432.46,17881188.36,51216549.46,0.0,0.0,1264473.98,4680356.62,644151.96,2686685.75,688472.12,1870808.03,637102.28,1909851.28,1339641.93,5968955.46,0.0,1880469.65,477141.9,983492.49,345052.42,1191127.6,2265646.37,6613879.75,30766.1,30766.1
Old School,157376441.61,31522449.5,136515085.64,0.0,0.0,2148690.8,6679311.8,0.0,54244.74,0.0,3368904.97,0.0,1907.25,0.0,3118850.68,0.0,0.0,0.0,155737.36,0.0,2558791.84,0.0,0.0,0.0,0.0
Olympus Has Fallen,228828912.04,40819839.26,132947787.93,0.0,7821593.33,4600665.23,12818097.03,1681482.64,3558318.31,678790.66,1848624.18,2286715.38,6398998.71,1281529.09,4362134.85,960405.65,4379990.13,539293.48,1378292.42,2662431.4,7185396.75,3755746.34,6578236.84,979084.74,979084.74
Once,33597292.61,21861926.78,15148305.22,0.0,0.0,0.0,2150999.86,0.0,8340529.11,0.0,2219270.49,0.0,1197913.36,0.0,1412140.06,0.0,6299624.95,0.0,10058901.73,0.0,13059391.45,0.0,2266862.88,0.0,0.0
Once Upon a Time in Mexico,178388504.92,257609.26,101792031.84,0.0,0.0,0.0,7994997.01,0.0,1212102.92,0.0,6297611.87,0.0,4343966.63,0.0,5501338.96,0.0,0.0,0.0,183298.62,0.0,304284.59,0.0,951596.66,0.0,16323945.8
Once Upon a Time in... Hollywood,425011933.36,22813751.81,160388075.81,0.0,0.0,0.0,29301494.11,0.0,9116621.36,0.0,22942095.83,0.0,15975958.27,0.0,15199152.35,0.0,4614586.12,0.0,3939280.84,0.0,4365727.12,0.0,6029239.27,0.0,5177340.53
One Day,84675130.66,7242246.52,19737907.22,0.0,0.0,5156054.66,17860620.69,1327729.85,3119667.48,2577159.75,10020387.24,843346.12,1953879.83,548994.93,1371134.28,0.0,253096.8,788250.44,1975152.18,863814.34,2280754.05,1498034.13,4744085.33,0.0,0.0
One Hour Photo,97150732.67,598112.61,58779971.28,0.0,0.0,1223839.43,3817722.56,0.0,1963088.87,0.0,2362708.05,0.0,3500806.5,0.0,6235632.99,471765.12,471765.12,0.0,675337.16,0.0,4260976.81,0.0,0.0,0.0,0.0
Only God Forgives,14323906.95,188687.2,1047163.52,0.0,0.0,0.0,2537612.47,0.0,476164.36,0.0,733946.33,0.0,1013140.93,0.0,357092.02,0.0,175699.6,0.0,0.0,0.0,666411.85,0.0,14230.73,0.0,0.0
Only Lovers Left Alive,10226111.04,45062951.5,2525936.53,0.0,0.0,0.0,608737.68,0.0,13723197.83,0.0,2276922.26,0.0,283539.48,0.0,261160.58,0.0,0.0,0.0,8099914.38,0.0,10210021.68,0.0,19939591.9,0.0,1530066.27
Onward,155101716.27,42747328.35,67262968.93,2830162.93,11251587.0,4878189.03,10883493.17,4211875.79,7045676.41,1600136.97,3894668.07,238542.3,1605623.55,1822584.5,2834892.25,1680313.63,8967628.03,1000369.71,3265275.89,0.0,508872.04,3147187.07,6101266.34,233580.23,397831.3
Open Season,331911124.7,39047778.23,140666025.83,0.0,3362029.27,5112049.47,24032462.42,0.0,19102064.22,3136805.64,9944349.52,2784773.89,7170216.66,2764579.4,9754118.32,1600455.67,7190868.99,0.0,2966605.31,1668460.43,8287255.72,0.0,12080780.7,0.0,966585.3
Orphan,117849270.3,19469272.93,62918061.86,0.0,0.0,1438407.79,5351872.19,3130331.66,8758337.7,616086.87,1448955.08,767708.86,1940864.38,1554365.94,4104931.04,0.0,0.0,915153.09,4657254.69,457844.27,1121193.52,941623.41,2327701.64,0.0,0.0
Our Idiot Brother,36790972.67,9996909.23,35381850.41,0.0,0.0,0.0,0.0,0.0,0.0,66732.74,224253.65,131448.02,482270.75,0.0,0.0,0.0,0.0,0.0,0.0,120961.55,154076.28,0.0,0.0,0.0,0.0
Out of the Furnace,21047818.95,9293505.65,15227713.56,0.0,0.0,0.0,696809.89,0.0,7176067.29,0.0,528664.45,0.0,589053.33,0.0,0.0,0.0,178605.14,0.0,0.0,0.0,0.0,0.0,3607007.05,0.0,0.0
Over the Hedge,561630832.24,63563566.35,256223349.08,0.0,0.0,10961073.94,42812049.45,0.0,18546039.66,5544717.05,37360209.22,3434637.21,16018885.22,3915063.82,13203361.75,1511800.23,14855515.19,1851157.94,9507488.66,3041937.15,20468117.99,3803767.68,11659339.26,0.0,188737.02
Overlord,48292858.54,11827039.31,25161862.94,0.0,0.0,1017817.13,1935476.46,946998.24,1845060.04,386132.17,807000.82,380477.23,640312.28,434817.04,1007374.39,0.0,0.0,0.0,0.0,292571.79,546702.06,1498277.11,2353375.06,0.0,0.0
Oz the Great and Powerful,662969841.74,106317833.56,315701849.32,0.0,34820873.39,7503798.77,31435651.51,7750982.62,17937097.36,5022779.95,20457279.24,5057444.93,14003658.4,3515162.46,11290840.89,3875801.08,25271596.26,2186933.62,3430614.0,6569217.81,21337549.85,19694806.94,36788293.05,0.0,1250835.39
P.S. I Love You,251692301.26,71864807.3,86183631.74,0.0,0.0,0.0,34043991.53,0.0,29085153.37,0.0,35064947.49,0.0,3001312.94,0.0,6184699.09,0.0,38420061.29,0.0,19228402.93,0.0,18920150.06,0.0,21868122.56,0.0,2325375.29
Pacific Rim,552353537.33,50108358.98,136814592.84,0.0,150437999.5,4453362.58,17183192.53,5010578.54,11925978.46,2561368.88,8604868.11,1772375.74,5160597.24,1779845.22,5009370.36,2906825.28,19492051.62,11221642.64,24441284.41,3650877.86,10110594.71,11995350.08,27722472.37,1167083.86,2293668.8
Pacific Rim: Uprising,337267778.01,32594770.08,69410984.54,73650135.67,115334278.76,2711721.75,7218421.74,3006450.95,6807052.17,2082391.27,6559413.84,1608075.44,3257663.32,1248630.92,3312637.26,3010420.31,9627484.85,6836169.66,9910798.68,2405767.29,5278506.41,7876219.35,12405219.14,0.0,2480350.35
Paddington,357785064.73,45745316.16,96618874.83,0.0,21269290.08,0.0,82384226.3,0.0,2768960.52,0.0,21456500.97,0.0,7816233.62,0.0,7245733.58,0.0,0.0,0.0,1634809.86,0.0,6168638.25,0.0,3176846.55,0.0,155261.68
Paddington 2,263512108.98,6474179.37,47423280.1,1239039.09,37740770.31,0.0,69005034.59,0.0,2484003.22,0.0,11959206.99,0.0,3681092.82,0.0,2280856.67,0.0,1590547.22,0.0,613716.22,0.0,3919505.65,0.0,1047207.05,0.0,232473.87
Pain &amp; Gain,117331357.31,27206921.86,67028220.5,0.0,0.0,2117228.71,5052643.12,1940916.29,3681703.27,3190984.3,8401959.58,452886.38,1272375.68,1035932.41,3075052.7,0.0,0.0,0.0,0.0,2176860.97,4165841.08,5019053.27,9701991.72,0.0,0.0
Palm Springs,1653154.99,179207.23,179207.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124256.17,130072.76,0.0,0.0,0.0,0.0,28734.35,42571.55,0.0,0.0,0.0,0.0,0.0,0.0
Pandorum,31232448.77,6691887.53,15626342.1,0.0,0.0,0.0,1561736.79,0.0,0.0,485884.66,1410373.45,447679.67,1587981.73,1045736.47,1569032.01,51444.69,257480.59,698533.6,1567333.37,0.0,0.0,1847269.87,3788383.82,0.0,0.0
Panic Room,366626009.62,86154806.78,179327437.17,0.0,0.0,0.0,22541968.79,0.0,26862545.72,0.0,17325243.32,0.0,6631092.55,0.0,11747071.91,0.0,29998025.71,0.0,6931225.04,0.0,20220419.76,0.0,3034013.95,0.0,257148.52
Paper Towns,108324423.23,16024818.88,40537027.7,0.0,0.0,4123540.56,6641645.13,1453478.06,3934373.79,882367.43,3541175.96,1747300.31,3934986.91,598735.08,2830857.43,0.0,0.0,0.0,0.0,1765703.95,4791109.4,609728.11,1102274.92,0.0,0.0
Papillon,11663344.01,1263693.37,2707943.67,183280.07,183280.07,0.0,0.0,309158.69,563182.3,244640.45,560645.81,346961.46,1018716.73,0.0,0.0,0.0,0.0,140150.44,275537.42,0.0,0.0,286698.91,4428.43,0.0,29132.56
Papillon,61751052.12,0.0,61751052.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paprika,1564569.04,29761280.25,1458252.92,0.0,0.0,0.0,0.0,0.0,1630740.8,0.0,0.0,0.0,29695.06,0.0,0.0,0.0,9041750.91,0.0,808242.49,0.0,2577065.48,0.0,0.0,0.0,0.0
ParaNorman,148305984.98,19499771.75,77521320.06,0.0,0.0,3127536.62,13639243.91,1220023.59,3046708.44,434520.7,1130899.69,1329062.46,2698282.93,976604.68,4295929.68,0.0,0.0,0.0,0.0,1367874.99,5521987.14,1561228.93,4316167.17,0.0,0.0
Paranormal Activity,292467996.32,65896175.56,163236883.12,0.0,0.0,0.0,24242343.59,0.0,16265073.95,0.0,3756938.59,0.0,13845367.53,0.0,4053365.34,0.0,15531823.39,0.0,4420749.18,0.0,16165842.01,0.0,2261339.79,0.0,955539.23
Paranormal Activity 2,260682403.54,59737637.05,124462501.24,0.0,0.0,8672211.44,25675408.76,3887258.67,10097840.47,2460460.68,6033854.05,2260007.3,5663297.47,1517905.82,3727188.49,1331929.24,7157354.3,1528100.38,3404817.44,3849626.02,9757575.34,3377947.68,8108226.94,0.0,0.0
Paranormal Activity 3,295189311.59,74949659.21,148320204.13,0.0,0.0,7746432.64,24237913.69,3611706.11,10151903.7,4072025.85,11468947.47,1269283.63,2522376.32,1411437.69,4270568.75,1105736.02,6171828.02,505288.23,1138210.58,4332200.12,10957588.34,4564924.22,9453517.54,325622.4,325622.4
Parasite,295689747.66,22813751.81,60068122.69,0.0,0.0,0.0,16553878.91,0.0,9116621.36,0.0,10429707.47,0.0,7624228.19,0.0,9694367.54,0.0,4614586.12,0.0,3939280.84,0.0,4365727.12,0.0,6029239.27,0.0,5177340.53
Parker,63060005.01,9418464.34,23675292.39,0.0,0.0,1149487.96,3516597.77,1154068.03,2700786.77,1546377.38,4163416.66,258140.8,760890.51,1117185.59,3301424.66,0.0,0.0,0.0,0.0,0.0,0.0,4755214.27,10240281.3,0.0,0.0
Passengers,372829070.0,18287899.69,123005464.46,18216159.92,55688528.74,0.0,19292191.32,4503140.11,12040390.12,6118055.51,16729964.35,1938506.28,6746164.39,1916217.27,8874253.27,1865621.49,6302603.0,4319565.45,5655694.27,1448464.27,13475281.5,5732617.96,21330656.83,835924.36,1298414.74
Passengers,472288711.35,23166564.18,155819642.22,23075686.38,70544562.09,0.0,24438770.77,5704443.17,15252405.97,7750169.67,21193018.3,2455641.76,8545839.21,2427406.71,11241638.53,2363313.49,7983948.92,5471896.28,7164464.29,1834871.2,17070083.44,7261908.92,27021037.89,1058923.97,1644792.94
Paterson,11801084.95,23091312.28,2647596.21,16604677.1,0.0,0.0,770490.15,0.0,5732525.72,0.0,0.0,0.0,790318.18,0.0,976421.46,0.0,5005300.07,0.0,1100015.17,0.0,14115307.86,0.0,7228517.23,0.0,0.0
Patriots Day,62312515.83,192607.8,38073982.58,2352661.54,3787985.24,1255034.94,2710962.01,236793.7,412314.62,446906.31,738247.91,322260.39,784574.75,166101.03,357127.91,0.0,1793414.01,316366.54,600955.77,1091049.76,2768486.67,0.0,0.0,0.0,48405.69
Paul,139701776.12,18596641.23,53341913.64,0.0,0.0,12788942.56,33262657.88,3292053.37,8862843.34,2648687.33,8563343.73,1148068.29,3428480.15,1674510.54,5011277.2,208742.8,349830.39,412144.7,595122.57,3308579.37,10022776.81,1895054.36,4111907.23,0.0,0.0
Paul Blart: Mall Cop,277330949.77,48149718.13,221346599.22,0.0,0.0,2741047.03,11695485.94,0.0,0.0,6075410.41,19513121.39,0.0,38530.2,79584.91,159626.62,0.0,0.0,0.0,0.0,1646373.75,5646710.72,133948.9,415208.9,0.0,0.0
Payback,166474904.63,21858171.78,83971904.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paycheck,211764660.3,24314544.93,97151537.87,0.0,0.0,3017383.35,8242818.95,0.0,9218243.64,0.0,6281120.27,1470884.35,38536408.43,0.0,4733618.87,1954196.1,11238035.9,0.0,0.0,0.0,2556310.24,1269515.59,3652224.22,0.0,121623.53
Pearl,10040174.26,3222279.81,9706148.35,0.0,0.0,241361.96,241361.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66620.4,88908.57,0.0,0.0,0.0,0.0
Penguins of Madagascar,487353166.02,33203142.53,109406420.11,0.0,53143411.78,3206087.36,17650170.5,5097289.55,21809891.79,4609939.8,17697394.16,4049293.12,12251804.54,1997504.67,7075597.09,0.0,0.0,4564060.06,14417502.3,3757853.76,15899000.49,10664498.38,19494879.7,902618.6,2069472.04
Percy Jackson &amp; the Olympians: The Lightning Thief,332618787.42,45871217.47,130359245.64,0.0,0.0,3465857.05,16205793.79,4980156.14,15209170.45,3517925.38,11702370.69,2386658.05,6079595.94,2868080.12,8633954.67,4923275.43,21624978.37,4185373.95,16979458.47,2138735.79,6707087.18,4926915.92,11120412.8,0.0,0.0
Percy Jackson: Sea of Monsters,268582111.75,19353812.35,92138307.58,0.0,0.0,4452686.59,15287848.45,5194326.85,18096063.86,2737364.14,8863976.53,2679981.6,5576998.97,1286634.63,3693899.31,1597377.66,6173493.57,1401590.55,4661812.08,1779616.76,9266279.25,6806097.86,16990519.27,437873.49,684729.43
Perfume: The Story of a Murderer,216699435.58,59500.91,3567732.59,0.0,0.0,1029022.82,4777414.87,0.0,9909428.13,15562966.18,85251093.5,1684089.66,5839611.78,3442923.34,15897449.59,1464597.92,8803177.21,0.0,7971921.63,218251.31,857624.12,4116425.05,14867406.17,0.0,0.0
Persepolis,36561596.2,142539.65,7134133.28,0.0,0.0,506124.41,2890450.19,3047456.28,15194081.08,332713.41,2494318.78,60332.15,2865060.53,139875.84,1000271.29,0.0,0.0,22703.39,124111.21,70435.38,290456.68,3963.62,33974.84,0.0,0.0
Pet Sematary,127315559.93,27578089.13,61593127.47,0.0,0.0,2281658.47,6204204.12,2729329.6,8068232.41,1488954.74,5788289.22,60130.31,1466503.09,1021157.26,3080213.73,0.0,334703.81,490393.19,885623.49,892755.84,2557975.39,3306227.15,6802279.24,0.0,239005.17
Pet Sematary,64683146.63,33172001.85,64682391.41,0.0,0.0,0.0,20008.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phantom Thread,56464242.98,0.0,24574529.48,0.0,0.0,0.0,4291370.63,0.0,0.0,0.0,2198582.99,0.0,5366046.68,0.0,2473218.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philomena,134566175.04,172605.9,50679058.44,0.0,0.0,3231299.1,24827831.04,1443430.7,6659801.81,903422.25,4132241.83,1016143.24,10774678.89,934017.85,3064208.64,0.0,0.0,0.0,0.0,0.0,13674669.01,0.0,0.0,0.0,0.0
Phone Booth,176704754.11,27129755.79,84103758.65,0.0,0.0,3927676.05,19822571.09,0.0,7493588.02,0.0,7464092.42,0.0,1928101.41,0.0,10639066.2,1459361.36,6779747.84,0.0,0.0,0.0,5677570.27,0.0,630175.69,0.0,0.0
Pig,4126298.41,1030064.94,3380736.08,0.0,0.0,69342.55,61932.16,58818.42,58818.42,0.0,0.0,0.0,0.0,22911.2,49873.97,0.0,0.0,29317.97,91972.6,27943.05,235559.05,0.0,0.0,0.0,0.0
Pineapple Express,158328194.11,36214991.55,136075024.16,0.0,0.0,3836683.28,10874017.42,79599.67,101928.46,376034.13,590010.05,17349.53,23500.38,101953.39,128407.67,0.0,0.0,0.0,0.0,1656158.31,5732759.22,757027.27,1628722.51,0.0,0.0
Pinocchio,113141.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20242.59,38473.59,0.0,0.0,0.0,0.0,0.0,0.0
Pinocchio,113141.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20242.59,38473.59,0.0,0.0,0.0,0.0,0.0,0.0
Piranha 3D,122164624.86,14842282.27,36717976.06,0.0,0.0,3024104.48,10138652.49,3328230.47,10099054.95,1252792.89,3206650.57,1398047.03,2974653.08,812671.87,1591173.9,0.0,0.0,2818539.13,7028179.14,1193242.38,3305148.06,5622990.62,13858178.18,0.0,0.0
Pirate Radio,54980797.19,10533016.87,12127818.87,0.0,0.0,0.0,15316070.62,0.0,0.0,0.0,2755207.9,0.0,2092586.2,0.0,321930.52,0.0,500438.8,0.0,0.0,0.0,0.0,0.0,9774693.62,0.0,0.0
Pirates of the Caribbean: At World's End,1543232075.51,184112495.03,496528948.39,0.0,27231868.27,42687017.44,130648240.26,28620846.0,77400105.76,26601042.12,95354750.49,11981879.22,36035862.28,19087546.61,50528256.58,19406135.4,146219308.61,0.0,50657377.68,15837513.8,46673348.94,22396415.99,49506612.21,0.0,8648002.1
Pirates of the Caribbean: Dead Man's Chest,1762232670.41,35578470.88,699676537.57,0.0,0.0,0.0,163083338.77,0.0,899960.66,0.0,101466666.6,0.0,41671599.46,0.0,60510077.46,0.0,0.0,0.0,0.0,0.0,12851473.8,0.0,3178287.16,0.0,332903.35
Pirates of the Caribbean: Dead Men Tell No Tales,950372847.79,0.0,206044322.17,0.0,205708093.76,0.0,29966468.98,0.0,0.0,0.0,37644729.14,0.0,17318109.43,0.0,17787960.65,0.0,0.0,0.0,19159.76,0.0,7023.42,0.0,269024.76,0.0,0.0
Pirates of the Caribbean: On Stranger Tides,1492374240.49,128535135.59,343710746.21,0.0,99803262.08,26931615.14,77258168.55,23725396.85,70172146.92,29263873.37,89022358.3,10725934.99,34875740.94,13540639.34,38669491.05,21154979.52,155203312.89,15013001.22,36550682.05,15057847.11,41356532.77,38143746.0,90766438.84,0.0,10656641.59
Pirates of the Caribbean: The Curse of the Black Pearl,1181673587.93,161596.38,551611508.52,0.0,5382211.48,0.0,86334522.76,0.0,4516479.15,0.0,80643576.43,0.0,34368196.29,0.0,49050591.06,0.0,0.0,0.0,0.0,0.0,3804694.33,0.0,0.0,0.0,0.0
Pitch Perfect,160083084.13,316102.26,90387832.02,0.0,0.0,0.0,14070334.48,0.0,329097.45,0.0,14080037.96,0.0,225570.6,0.0,2850716.15,0.0,0.0,0.0,0.0,0.0,4706360.55,0.0,846982.25,0.0,0.0
Pitch Perfect 2,363745528.32,87681885.38,233460950.28,0.0,0.0,9876607.29,34531177.01,1076028.71,2357479.39,4592569.79,14382105.64,404112.32,734285.81,1227435.6,3630965.89,0.0,0.0,386986.86,500771.95,9469435.72,26525568.86,184695.08,316161.74,60318.52,60318.52
Pixels,310200081.73,30417196.75,99755084.66,0.0,19444920.75,5275939.04,16214657.04,2135210.64,6913326.78,3181612.14,13019068.63,247528.14,4470042.72,1541039.74,7894855.71,2282788.09,11003128.19,3596014.43,5931500.16,1793035.78,11970213.41,3182887.77,6647935.91,303540.91,458651.84
Planet Terror,18367745.91,35664571.72,0.0,0.0,0.0,0.0,592279.49,0.0,5655304.83,0.0,2268981.09,0.0,1435254.25,0.0,3059690.56,0.0,1528356.11,0.0,6691338.61,0.0,6344795.83,0.0,1380838.66,0.0,95646.92
Point Break,105815785.23,10786060.8,54747759.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pokémon: Detective Pikachu,506549464.12,28954526.75,162269746.46,0.0,105460175.5,0.0,38926747.53,0.0,6531263.47,0.0,15081818.05,0.0,6640501.98,0.0,7653459.91,0.0,6711173.8,0.0,895903.89,0.0,15806502.79,0.0,1465948.21,0.0,94656.42
Polar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poltergeist,97832616.65,174337.97,97765895.87,0.0,0.0,0.0,66720.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pompeii,153743552.34,13492428.55,30296504.53,0.0,20393604.86,2565555.94,5873188.58,2957805.99,7911045.97,1864802.71,4641237.4,2290517.58,5297496.56,1610482.85,4330531.76,1004323.06,3580522.04,4329713.67,12494882.48,751750.29,1630789.03,7343434.4,14768147.04,0.0,0.0
Ponyo,309961220.52,61196007.19,23813412.47,0.0,2450395.35,0.0,0.0,0.0,18684703.23,0.0,1136342.11,0.0,1675607.57,0.0,1046427.72,0.0,34701319.19,0.0,39998801.68,0.0,11688816.93,0.0,41943282.66,0.0,14755828.56
Poseidon,300280791.12,36619516.96,100286227.62,0.0,14545059.16,4195340.5,11148052.33,0.0,7046600.19,1503035.18,4289020.6,3105375.09,6370435.1,4246552.33,14132505.09,3474859.26,16431026.08,5759721.12,23294608.1,2231486.45,5641621.85,2499760.15,7718443.08,0.0,3251151.29
Power Rangers,169958108.3,48120651.44,101929617.56,4058860.78,5071086.37,2344952.74,7234396.29,1588007.16,4497271.41,918787.42,2186045.87,498737.73,1022882.51,426588.32,986939.15,742409.18,2283371.88,428915.53,603164.77,1237532.52,3463669.89,971186.02,1679607.69,85457.13,143713.75
Precious,96275623.56,2832260.73,71948635.45,0.0,0.0,618298.28,2877995.39,665371.58,665371.58,396250.11,1867043.95,338918.42,1161259.0,1014592.25,4226593.17,0.0,0.0,0.0,0.0,327493.83,1850248.15,13740.37,45574.33,0.0,0.0
Predators,186846108.57,36362189.99,76364763.45,0.0,0.0,4875769.83,13507722.89,3260901.14,6280300.44,1764416.82,6496850.42,742552.32,3012679.29,1747183.58,4939035.73,4075277.98,14497495.52,1422769.8,2491755.14,3457292.56,8185496.78,4182817.23,9502705.44,0.0,0.0
Predestination,6448774.92,58764974.85,89209.95,0.0,2387734.93,0.0,0.0,0.0,18658054.29,0.0,0.0,0.0,968206.94,0.0,0.0,0.0,4117586.25,0.0,16310525.95,0.0,10202581.27,0.0,22802297.06,0.0,8559728.31
Premium Rush,43026970.56,8347157.25,28065959.1,0.0,0.0,258976.31,456525.87,593279.87,1391211.79,23109.78,350816.08,0.0,0.0,49880.87,130382.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178398.68
Premonition,135272434.55,11972217.28,76789381.77,0.0,0.0,0.0,13022780.08,0.0,0.0,0.0,3603397.19,0.0,2686735.92,0.0,8107195.17,0.0,905319.21,0.0,25296.59,0.0,1107178.44,0.0,0.0,0.0,0.0
Prey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pride &amp; Prejudice,207044044.03,4773622.3,65382091.53,0.0,0.0,7772100.63,45218581.61,0.0,4606031.39,2205886.78,12162954.69,1884358.46,9147915.1,1538791.79,6344109.99,957184.48,5655923.56,0.0,10109805.1,1877683.22,9078340.06,507221.2,1023516.38,0.0,285446.95
Priest,111650629.3,21320349.25,41542394.96,0.0,0.0,924451.95,2126004.81,1620000.85,3089144.79,1821937.06,3452612.58,321192.56,676784.46,2561571.91,6182013.66,81137.2,354133.34,668868.63,1069873.86,470546.72,878036.31,4502257.75,14837520.0,1113802.98,2329439.5
Primer,928568.28,47943.92,723125.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98880.72,205442.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince of Persia: The Sands of Time,493964335.25,44195902.46,133283644.03,0.0,0.0,3477417.34,19846434.25,9006332.23,24458213.12,4511193.12,21474092.41,2804217.99,13088391.9,4434139.16,19572504.26,2279378.73,10446527.65,5781684.78,17766527.93,0.0,12826398.14,13499117.28,31615251.69,0.0,0.0
Prisoners,164128055.01,179947.72,81981992.84,0.0,0.0,0.0,15719349.08,0.0,155160.52,0.0,6951752.86,0.0,2711315.01,0.0,3812274.15,0.0,0.0,0.0,186911.89,0.0,0.0,0.0,0.0,0.0,0.0
Project Almanac,42073540.0,10527178.6,28310083.07,0.0,0.0,1694237.85,2280031.6,1013526.27,1681111.57,0.0,0.0,0.0,0.0,283847.71,370566.99,0.0,0.0,0.0,0.0,694079.8,1293534.4,1161930.92,2088077.93,0.0,0.0
Project Power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Project X,142204927.14,29140009.69,75761701.34,0.0,0.0,1240596.07,4863988.8,5269392.14,21549325.17,1686957.51,5961784.54,700581.53,2054672.32,617657.61,1925051.28,0.0,0.0,0.0,0.0,1902124.21,6160271.22,1682467.06,4685911.27,0.0,0.0
Prometheus,558336917.9,70665278.91,175073863.54,0.0,0.0,13262701.85,55230135.51,9247278.86,21930338.31,5539320.52,19447977.87,3573934.05,8996315.88,5817867.13,18194954.14,5338177.49,30199012.28,2902645.68,9723059.42,9304962.66,25913795.19,13567532.29,29439660.33,1720959.83,2745800.91
Promising Young Woman,20602456.25,786003.99,7060070.9,0.0,0.0,0.0,0.0,333512.3,855223.88,280906.24,414881.12,119330.16,542732.37,0.0,1426488.44,0.0,0.0,17434.46,32106.5,423653.54,4100173.96,188769.68,380672.21,0.0,0.0
Public Enemies,323852448.26,38225675.93,146879450.45,0.0,0.0,5503380.74,17144749.24,0.0,19550548.91,3347528.96,10446321.27,4503132.38,12844533.8,3766215.31,16164414.13,2573924.02,11861937.36,1876792.59,4162920.7,3981488.59,11320413.6,3620705.69,8577289.78,286473.91,286473.91
