Name,Estimated Budget,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
My Boss's Daughter,25285557.29,28086122.4,9030556.17,32854978.5
My Cousin Rachel,0.0,3243485.45,1158160.28,10985481.73
My Date with Drew,1872.68,308210.18,145086.45,447348.34
My Friend Dahmer,0.0,1578480.33,41206.4,1665588.19
My Girlfriend's Boyfriend,0.0,0.0,0.0,0.0
My Life Without Me,3612222.47,724156.69,73174.6,17667116.41
My Life in Ruins,25714025.32,13106901.56,4875320.21,30945881.08
My Little Eye,3720589.14,0.0,0.0,12563614.73
My Little Pony: A New Generation,0.0,0.0,0.0,1466552.09
My Little Pony: Equestria Girls,0.0,0.0,0.0,596774.16
My Little Pony: The Movie,7761339.93,26131962.27,10610228.11,72038169.7
My Little Princess,14.69,0.0,0.0,0.0
My Mom's New Boyfriend,26485446.08,0.0,0.0,12407213.16
My Name Is Bruce,2336951.12,269631.19,25600.52,269631.19
My Name Is Khan,17622404.56,5901700.7,2854869.19,62185588.77
My Octopus Teacher,0.0,0.0,0.0,0.0
My Old Lady,6523865.92,5237080.34,162679.12,13839294.67
My One and Only,0.0,3750523.7,88776.92,4791401.73
My Policeman,0.0,0.0,0.0,0.0
My Salinger Year,0.0,58063.06,30608.03,1015909.35
My Sassy Girl,0.0,0.0,0.0,2305081.34
My Scientology Movie,0.0,28208.39,13749.99,2620696.4
My Sister's Keeper,45377691.75,74419762.36,18819962.03,144777336.44
My Son,0.0,0.0,0.0,991569.67
"My Son, My Son, What Have Ye Done",2937067.43,0.0,0.0,112693.81
My Soul to Take,36713342.84,21652699.88,10048030.74,31574668.76
My Spy,0.0,0.0,0.0,11145815.4
My Summer in Provence,0.0,0.0,0.0,5897398.65
My Summer of Love,2980960.29,1755110.51,157854.12,4851909.16
My Super Ex-Girlfriend,49585428.97,37239144.75,14220208.49,101003834.56
My True Fairytale,0.0,0.0,0.0,0.0
My Way,42772826605.39,100055.62,25402.78,23743891.82
My Week with Marilyn,9124869.68,20816603.69,2495804.41,49983891.74
My Winnipeg,934780.45,248282.36,22292.96,493475.27
Mysterious Skin,0.0,1214243.36,29664.9,2609714.12
Mystery Road,4031749.14,0.0,0.0,377240.02
Mystery Team,0.0,135289.05,11858.7,135289.05
Mystic River,45152780.87,162794181.1,1157383.17,282828333.76
Mythica: A Quest for Heroes,0.0,0.0,0.0,0.0
Män som hatar kvinnor,19663666.42,15269850.41,507476.88,157935846.05
Möbius,21502662.07,0.0,0.0,13919405.59
Müjde,61800.0,0.0,0.0,0.0
Nacho Libre,57849667.13,132555062.84,46791453.68,164054152.05
Nadie Sabe Que Estoy Aquí,0.0,0.0,0.0,0.0
Naked,0.0,0.0,0.0,0.0
Nancy Drew,32094128.78,41178460.19,10963864.69,49289304.47
Nancy Drew and the Hidden Staircase,0.0,701291.03,0.0,701291.03
Nanny,0.0,0.0,0.0,0.0
Nanny McPhee,41321190.81,77922030.59,23972323.56,203757778.56
Nanny McPhee Returns,51398679.97,42603947.3,12346968.87,136942415.01
Naomi and Ely's No Kiss List,0.0,0.0,0.0,0.0
Napoleon Dynamite,701402.42,78102835.96,204574.54,80904817.64
Nappily Ever After,0.0,0.0,0.0,0.0
Naqoyqatsi,5418333.7,240317.55,30982.03,281103.15
Narc,11739723.03,18902144.3,114332.26,22817952.39
Narvik: Hitler's First Defeat,80200000.0,0.0,0.0,6657347.0
"National Lampoon's ""Pledge This""",13319063.44,0.0,0.0,2810627.28
National Lampoon's Van Wilder,9301472.86,39634057.67,13585569.41,71203673.25
National Security,0.0,65708468.77,25953265.77,90482468.52
National Theatre Live: Frankenstein,0.0,595658.66,0.0,884209.85
National Treasure,175350605.31,303372142.87,61622681.16,609364953.13
National Treasure: Book of Secrets,208611837.08,352977831.71,71864807.3,736948994.08
Nativity 2: Danger in the Manger!,4152701.61,0.0,0.0,19980005.39
Nativity!,0.0,0.0,0.0,12850975.92
Navalny,0.0,0.0,0.0,110231.63
Nebraska,15657278.21,23035655.74,183191.46,36119869.04
Ned Kelly,0.0,157057.63,78934.29,11894174.43
Neds,5703043.55,0.0,0.0,2879950.02
Need for Speed,86115030.13,56858930.87,23283597.87,265231208.33
Neighbors,23485917.31,195921348.87,63978137.39,353156608.64
Neighbors 2: Sorority Rising,43045585.29,68203596.06,26762553.41,132835120.64
Neighbouring Sounds,2499684.47,80977.68,17022.04,628268.81
Nerve,23367603.44,47452993.25,11616719.48,104848499.6
Never Back Down,31159348.33,38716926.75,13403497.49,64854181.13
Never Die Alone,5260518.16,9899064.21,5418321.43,10386016.35
Never Grow Old,0.0,0.0,0.0,120199.84
Never Let Me Go,21386413.3,3471231.59,159305.97,14140829.07
Never Rarely Sometimes Always,0.0,18101.02,17795.06,327367.9
New Order,0.0,322042.56,153335.06,1936663.4
New Police Story,140280484.25,0.0,0.0,15276644.68
New Year's Eve,79842609.66,77767611.45,18562237.62,202521689.05
New York,0.0,1508712.96,707429.14,2928101.44
New York Minute,31827000.0,14928391.76,6325198.26,22586376.4
New York'ta Bes Minare,7342668.57,0.0,0.0,34398037.9
"New York, I Love You",22235068.96,2402015.17,575699.21,15066941.04
New in Town,12100717.8,25312104.52,10197169.01,43881463.7
Newness,0.0,0.0,0.0,148997.43
News of the World,41523626.0,13843020.77,2459105.62,13843020.77
Next,112329450.74,29223329.82,11446449.66,124560495.94
Next Day Air,4537769.17,15166808.26,6218321.4,15386847.72
Next Gen,173891111.14,0.0,0.0,2759027.09
Nicholas Nickleby,10300000.0,1634788.19,44149.92,3761005.86
Nick and Norah's Infinite Playlist,15579674.17,49056176.53,17623339.48,52280137.71
Nicky Larson et le parfum de Cupidon,0.0,0.0,0.0,16548067.9
Nid de guêpes,0.0,0.0,0.0,3611707.96
Night Hunter,0.0,0.0,0.0,1140063.89
Night Moves,0.0,354578.64,28036.97,1120164.74
Night School,33618948.15,89657248.34,31599046.4,119527971.27
Night Teeth,26522500.0,0.0,0.0,0.0
Night Train,0.0,0.0,0.0,0.0
Night Train to Lisbon,10348156.12,0.0,0.0,16154394.98
Night at the Museum,181813239.55,414638758.54,50302402.87,949529939.14
Night at the Museum: Battle of the Smithsonian,226888458.73,268097031.18,81941955.77,624860148.02
Night at the Museum: Secret of the Tomb,165706194.35,148413540.83,22312299.93,473899667.99
Night of the Demons,14257608.87,0.0,0.0,91305.73
Night of the Living Deb,25335401.63,0.0,0.0,0.0
Nightbooks,0.0,0.0,0.0,0.0
Nightcrawler,11090572.06,42250143.6,13623136.81,61879957.73
Nightmare Alley,63654000.0,12028597.72,2982935.71,42042612.98
Nightmare Cinema,0.0,0.0,0.0,142849.58
Nights in Rodanthe,46739022.5,65201963.09,20905514.11,131454039.83
Nim's Island,57644794.41,74792970.97,20581651.64,155959650.52
Nina Forever,0.0,0.0,0.0,9258.49
Nine,121007177.99,29763175.08,389086.48,81687332.46
Nine Days,0.0,737165.3,16656.13,1026592.62
Nine Dead,3025179.45,0.0,0.0,0.0
Nine Lives,36896215.96,24228554.5,7686607.12,71104474.95
Nine Lives,51072991.84,33537985.78,10640061.93,98425222.59
Nine Lives,52605181.59,34544125.36,10959263.78,101377979.26
Nine Lives,614936.93,588900.5,34912.43,1957372.54
Nine Lives,851216.53,815176.02,48326.97,2709461.37
Nine Lives,876753.03,839631.3,49776.78,2790745.21
Nine Lives,24597477.31,0.0,0.0,1278485.86
Nine Lives,34048661.22,0.0,0.0,1769723.43
Nine Lives,35070121.06,0.0,0.0,1822815.13
Ninja,15125897.25,0.0,0.0,293809.97
Ninja Assassin,60503588.99,57664281.11,20141883.77,93177463.17
Ninja: Shadow of a Tear,3494182.59,0.0,0.0,732236.87
Nishabdham,0.0,0.0,0.0,0.0
Nitram,0.0,0.0,0.0,431392.84
Nitro Circus: The Movie,0.0,4675413.24,1638519.02,5778164.54
No Country for Old Men,40117660.98,119203411.36,1928857.14,275412139.51
No Deposit,1900155.12,0.0,0.0,0.0
No End in Sight,3209412.88,2300056.23,50601.21,2300056.23
No Escape,20521675.32,34568726.6,10275106.56,68936198.91
No Exit,0.0,0.0,0.0,0.0
No Good Deed,17223006.03,68557522.01,31641118.96,70879467.67
No Good Deed,17223006.03,68557522.01,31641118.96,70879467.67
No Good Deed,15657278.21,236946.81,165706.19,1879725.4
No Good Deed,15657278.21,236946.81,165706.19,1879725.4
No Man of God,0.0,0.0,0.0,229022.85
No One Gets Out Alive,0.0,0.0,0.0,0.0
No One Killed Jessica,12831847.98,628083.31,324322.11,904355.85
No One Lives,3897357.5,100683.53,64239.2,1409370.48
No Reservations,44931780.29,69175651.48,18782057.04,148597501.2
No Smoking,0.0,0.0,0.0,1280063.09
No Strings Attached,35644022.17,100747429.45,28020366.07,212763555.41
No Sudden Move,0.0,0.0,0.0,0.0
No Time to Die,265225000.0,170689269.33,58588209.93,821298925.13
Noah,163096647.98,132043103.61,57045299.45,468674585.04
Nobel Son,6231869.67,841897.55,520224.02,858100.41
Nobody,16974400.0,29246928.33,7235444.09,61012908.55
Nobody's Fool,22026207.41,36764186.24,15932032.28,39073718.71
Nocebo,0.0,0.0,0.0,142918.0
Nocturnal Animals,27672161.97,13114584.09,605894.9,37279760.74
Nocturne,0.0,0.0,0.0,0.0
Noel,0.0,0.0,0.0,3999614.04
Noelle,0.0,0.0,0.0,0.0
Noise,3025.18,24977.39,5576.92,25614.19
Nomadland,5304500.0,3925330.0,533632.7,41861211.81
Non-Stop,65238659.19,120259117.67,37676154.21,290715991.18
Nope,70040000.0,126975392.4,45697917.3,176372659.76
Norbit,96282386.35,153528053.2,54873633.13,256455341.16
Norm of the North,8609117.06,20984721.6,8417425.23,37799560.78
North Country,59585157.14,31218744.2,10933799.73,42920337.83
North Sea Texas,0.0,40359.01,6397.39,83315.76
Northern Soul,0.0,11594.21,8854.19,1425280.73
Northfork,3431611.35,2565721.89,111041.52,2889423.98
Northmen: A Viking Saga,0.0,0.0,0.0,3920950.41
Nostalgia for the Light,0.0,240783.72,8317.77,603424.91
Not Another Happy Ending,0.0,0.0,0.0,0.0
Not Cool,1043818.55,47005.76,13477.0,47005.76
Not Fade Away,26878327.59,820853.37,25779.0,855267.04
Not Okay,0.0,0.0,0.0,0.0
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",0.0,32954.13,7313.1,281925.11
Not Safe for Work,0.0,0.0,0.0,0.0
Not Suitable for Children,6229052.42,0.0,0.0,686247.78
Not to Forget,0.0,0.0,0.0,0.0
Notes on a Scandal,24070596.59,28098599.1,665129.96,79937475.6
Nothing,0.0,0.0,0.0,0.0
Nothing But the Truth,17394781.84,0.0,0.0,619907.67
Nothing Left to Fear,4031749.14,10598.12,10598.12,2251571.97
Nothing Like the Holidays,0.0,7960713.52,3746742.34,7977426.94
Nothing Personal,0.0,0.0,0.0,1472320.05
Nothing to Declare,0.0,0.0,0.0,133752288.38
Notorious,30251794.5,55729374.82,31004453.09,67189488.18
November Criminals,0.0,0.0,0.0,0.0
Now Is Good,0.0,0.0,0.0,3147396.23
Now You See Me,100793728.45,158211197.06,39444468.52,472687629.83
Now You See Me 2,110688647.89,80034705.92,27528446.29,411881813.21
Nowhere Boy,0.0,2204218.35,79787.6,9949480.93
Nowhere Special,0.0,0.0,0.0,759901.45
Nowhereland,1159274.07,0.0,0.0,0.0
Nude Nuns with Big Guns,124825.37,0.0,0.0,0.0
Numb,5141292.47,0.0,0.0,0.0
Nuovomondo,16528476.32,1769818.01,45856.6,11947233.91
Nurse 3-D,13439163.79,0.0,0.0,949634.16
Nymphomaniac: Vol. II,0.0,439685.09,100764.16,6631857.76
Nymphomaniac: Volume I,6316406.98,1056178.51,212834.69,18211620.51
O Xeno,0.0,11517097.56,254043.87,34765606.86
O chyom govoryat muzhchiny,0.0,0.0,0.0,18832649.63
O.J.: Made in America,0.0,0.0,0.0,0.0
OSS 117: Lost in Rio,0.0,135187.71,15493.46,33162387.71
Oblivion,161269965.52,119752672.63,49798129.32,384586631.16
Observe and Report,27226615.05,36313231.6,16664706.2,40799920.62
Obsessed,30251794.5,103251861.32,43279321.4,111675024.25
Obsluhoval jsem anglického krále,135517458.78,990750.57,85399.27,11801778.2
Obvious Child,0.0,4076063.15,100878.54,4338914.93
Occupation,0.0,0.0,0.0,25160.88
Occupation: Rainfall,0.0,0.0,0.0,364327.91
Ocean's 8,81149185.2,162641197.89,48234354.62,345226864.59
Ocean's Thirteen,136400047.32,187998939.97,57983504.46,499565372.31
Ocean's Twelve,192885665.84,220142654.91,68655688.83,636074290.7
Oceans,117482697.08,28522330.24,8897784.09,122021282.76
October Baby,1384233.87,7415794.87,141324.74,7470181.42
Oculus,6523865.92,36136014.3,15664326.59,58010151.82
Odd Thomas,35228875.96,0.0,0.0,1499532.76
Ode to Joy,0.0,18356.75,3785.29,23969.97
Ode to My Father,0.0,3001136.2,44205.72,241158042.62
Offender,2768467.74,0.0,0.0,253382.63
Offering to the Storm,0.0,0.0,0.0,0.0
Office Christmas Party,55344323.94,67357109.55,20772820.48,140822155.2
Office Invasion,0.0,0.0,0.0,0.0
Office Uprising,2898185.19,0.0,0.0,192002.45
Officer Down,16126996.55,1966.15,1425.9,342806.19
Official Secrets,0.0,1988546.0,64965.0,10088753.0
"Oh, Ramona!",0.0,0.0,0.0,1351265.62
Okja,59702614.83,0.0,0.0,2447595.86
Old,19096200.0,51216549.46,17881188.36,95636432.46
Old Dogs,52940640.37,74861181.42,25554463.75,146348646.41
Old Henry,0.0,44629.94,22449.7,82180.5
Old Joy,48141.19,410681.29,5311.58,483092.06
Old School,43346669.63,136515085.64,31522449.5,157376441.61
Oldboy,40317491.38,2948092.92,1189879.37,6970581.13
Oliver Twist,102145983.67,3541607.25,116526.44,72490146.23
Olympus Has Fallen,94074146.55,132947787.93,40819839.26,228828912.04
Omaret yakobean,29751257.38,0.0,0.0,3991357.62
On the Basis of Sex,22510176.2,27805511.69,772498.6,43620106.89
On the Beach at Night Alone,0.0,44763.83,9067.63,512438.29
On the Count of Three,0.0,56150.45,37926.66,63994.93
On the Line,0.0,0.0,0.0,115443.43
On the Road,34605846.77,1030279.73,54746.45,13312698.99
On the Rocks,0.0,0.0,0.0,1084097.73
Once,240705.97,15148305.22,99332.93,33597292.61
Once Upon a Time in London,0.0,0.0,0.0,1763.67
Once Upon a Time in Mexico,52377225.81,101792031.84,42306562.68,178388504.92
Once Upon a Time in Mumbai Dobaara!,1142328922.44,0.0,0.0,523101.98
Once Upon a Time in Venice,0.0,0.0,0.0,1021975.03
Once Upon a Time in the Midlands,3627574.41,321019.87,39949.83,1012952.72
Once Upon a Time in... Hollywood,101295792.9,160388075.81,46238173.19,425011933.36
Ondine,17622404.56,808386.69,40380.27,2628764.93
One Chance,0.0,135998.96,44893.53,14649271.79
One Child Nation,0.0,304031.44,23098.82,305959.44
One Day,21386413.3,19737907.22,7242246.52,84675130.66
One Direction: This Is Us,13439163.79,38803400.25,21254705.47,92149444.62
One Fine Morning,0.0,220904.1,13439.44,1511233.51
One Hour Photo,22323534.86,58779971.28,598112.61,97150732.67
One Missed Call,31159348.33,41893807.71,19492467.27,71429302.18
One Missed Call,35070121.06,47151849.66,21938943.64,80394308.9
One Missed Call,0.0,0.0,0.0,27428606.84
One Missed Call,0.0,0.0,0.0,30871138.64
One Night in Miami...,17969168.8,0.0,0.0,0.0
One Night with the King,33056952.65,22141482.42,7150218.86,22691036.08
One Piece Film: Red,0.0,12775324.0,9340245.0,171319579.0
One Piece: Stampede,0.0,1461504.7,402639.52,91813167.33
One Point O,0.0,0.0,0.0,0.0
One Shot,0.0,0.0,0.0,30322.17
One Small Hitch,633385.04,10089.82,6749.35,26222.14
One Week,3025179.45,0.0,0.0,164748.25
One and the Same,371315.0,0.0,0.0,0.0
One for the Money,55369354.83,36563882.95,15940546.57,52717386.98
One in the Chamber,8305403.22,0.0,0.0,0.0
Ong-bak,0.0,7768486.36,2272525.12,34449458.23
Only God Forgives,6450798.62,1047163.52,421933.3,14323906.95
Only Lovers Left Alive,9407414.66,2525936.53,118249.86,10226111.04
Only You,0.0,0.0,0.0,4770129.42
Only the Brave,45373987.27,21903675.03,7167495.93,31464856.55
Onward,191227225.0,67262968.93,42747328.35,155101716.27
Ooops! Noah Is Gone...,10640868.68,0.0,0.0,28861708.24
Open 24 Hours,437090.8,0.0,0.0,0.0
Open Grave,0.0,0.0,0.0,639093.56
Open Range,39734447.16,105352733.18,25371855.09,123350702.07
Open Season,140492048.74,140666025.83,39047778.23,331911124.7
Open Season 2,0.0,0.0,0.0,13705701.1
Open Season 3,0.0,0.0,0.0,10675463.06
Open Water,876753.03,53676333.56,1930510.21,95887825.46
Open Water 2: Adrift,1983417.16,0.0,0.0,11266022.68
Open Water 3: Cage Dive,0.0,0.0,0.0,998720.86
Open Windows,3914319.55,2283.35,0.0,717766.17
Operation Avalanche,1537342.33,0.0,0.0,38845.57
Operation Christmas Drop,0.0,0.0,0.0,0.0
Operation Finale,27822577.78,20417249.76,6982027.21,20417249.76
Operation Mincemeat,0.0,0.0,0.0,16181468.92
Operation Red Sea,81149185.2,1789394.02,505511.89,671602743.31
Operation Varsity Blues: The College Admissions Scandal,0.0,0.0,0.0,0.0
Ophelia,13112724.0,55425.3,24198.44,370368.89
Orange County,33485302.29,76413493.31,28003434.61,80597279.06
Oranges and Sunshine,6415923.99,204568.17,26519.15,7153973.39
Orbiter 9,4776209.19,0.0,0.0,355447.88
Original Gangster,0.0,0.0,0.0,0.0
Orphan,30251794.5,62918061.86,19469272.93,117849270.3
Orphan: First Kill,10300000.0,5575623.81,1791743.71,38196255.29
Osama,83081.12,2295393.99,93861.79,7062832.3
"Oslo, August 31st",0.0,144679.09,13635.98,2112500.0
Other People,0.0,112460.9,45501.64,112460.9
OtherLife,0.0,0.0,0.0,0.0
Otherhood,0.0,0.0,0.0,0.0
Otis,0.0,0.0,0.0,0.0
Ouija,6523865.92,66355558.08,25933665.28,135288429.42
Ouija: Origin of Evil,11068864.79,43223308.21,17298790.85,100487761.66
Our Brand Is Crisis,35469562.28,8870254.74,4102350.03,11403794.9
Our Family Wedding,20559471.99,29745563.02,11204709.58,31439879.39
Our Father,0.0,0.0,0.0,0.0
Our Friend,0.0,704145.85,254785.74,843952.32
Our House,0.0,0.0,0.0,27867.79
Our Idiot Brother,7128804.43,35381850.41,9996909.23,36790972.67
Our Kind of Traitor,0.0,3877985.39,1211054.34,13173212.18
Our Souls at Night,0.0,0.0,0.0,0.0
Out in the Dark,0.0,36240.05,18904.87,88721.33
Out of Death,0.0,0.0,0.0,101648.01
Out of Time,90305561.73,74211024.57,29232481.06,100231159.81
Out of the Dark,12667700.81,0.0,0.0,1821172.01
Out of the Furnace,29566160.35,15227713.56,7015630.55,21047818.95
Outcast,31669252.03,0.0,0.0,6521969.56
Outfall,0.0,2330.89,1472.9,70307.8
Outfoxed: Rupert Murdoch's War on Journalism,350701.21,809369.3,136741.91,809369.3
Outlander,75629486.24,251094.43,90121.61,10640611.91
Outlaw,4011766.1,0.0,0.0,5369055.69
Outlaw King,139112888.92,0.0,0.0,0.0
Outpost,467390.22,0.0,0.0,721926.27
Outrage,0.0,65709.54,9571.9,12420477.8
Outside the Law,29370674.27,142349.38,0.0,5096527.16
Outside the Wire,0.0,0.0,0.0,0.0
Outsourced,0.0,262467.39,51714.87,1128628.55
Over Her Dead Body,15579674.17,11783951.41,7166650.12,33431037.76
Over the Hedge,132227810.58,256223349.08,63563566.35,561630832.24
Over the Moon,0.0,0.0,0.0,0.0
Overboard,13911288.89,58330176.91,17054197.99,105777862.05
Overcomer,5627544.05,39107992.72,9168994.66,42798713.94
Overdrive,29063232.9,9305.25,5727.87,11523263.78
Overlord,44052414.82,25161862.94,11827039.31,48292858.54
Overnight,936426.71,0.0,0.0,0.0
Owning Mahowny,18061112.35,1827551.58,60120.02,2296008.07
Oz the Great and Powerful,288942021.56,315701849.32,106317833.56,662969841.74
P.S.,0.0,307294.27,31852.52,464803.38
P.S. I Love You,48141193.17,86183631.74,10400457.07,251692301.26
P2,12837651.51,6410831.11,3343242.19,12462535.34
PTU,0.0,0.0,0.0,1533.39
Pacerville,0.0,0.0,0.0,0.0
Pacific Rim,255344112.08,136814592.84,50108358.98,552353537.33
Pacific Rim: Uprising,173891111.14,69410984.54,32594770.08,337267778.01
Paddington,69672354.48,96618874.83,24026417.7,357785064.73
Paddington 2,46370962.97,47423280.1,12754288.15,263512108.98
Paddleton,0.0,0.0,0.0,0.0
Page 3,0.0,0.0,0.0,0.0
Paid in Full,0.0,5749913.8,2471938.96,5797656.4
Pain &amp; Gain,34941825.86,67028220.5,27206921.86,117331357.31
Palindromes,0.0,942071.98,97466.0,1378436.22
Palm Springs,0.0,179207.23,179207.23,1653154.99
Palmer,0.0,0.0,0.0,0.0
Palo Alto,0.0,1001716.13,82802.21,1199857.68
Pan,190015512.21,44448833.98,19401134.84,163398544.62
Pandemic,4370908.0,0.0,0.0,0.0
Pandemic,4919495.46,0.0,0.0,0.0
Pandemic,0.0,0.0,0.0,9243.38
Pandemic,0.0,0.0,0.0,10403.5
Pandorum,49915460.92,15626342.1,6691887.53,31232448.77
Panic Room,89294139.44,179327437.17,55914410.73,366626009.62
Papadopoulos &amp; Sons,0.0,0.0,0.0,594396.74
Paparazzi,35070121.06,27555004.44,10777507.62,29452785.46
Paper Heart,0.0,1927133.09,332004.37,1961785.01
Paper Man,0.0,17632.7,11238.01,17632.7
Paper Planes,0.0,0.0,0.0,9686576.58
Paper Towns,15201240.98,40537027.7,16024818.88,108324423.23
Papillon,8114918.52,2707943.67,1263693.37,11663344.01
Paprika,495854289.68,1458252.92,58829.81,1564569.04
ParaNorman,83054032.24,77521320.06,19499771.75,148305984.98
Paradies: Hoffnung,0.0,9005.58,3580.19,614347.18
Paradise Highway,6180000.0,0.0,0.0,229285.21
Paradise Hills,6753052.86,0.0,0.0,466540.28
Paradise Lost 3: Purgatory,0.0,0.0,0.0,0.0
Paradise Now,3404866.12,2481880.12,81755.94,6094543.52
Paradise: Love,4838098.97,32612.82,8082.31,2296801.47
Parallel,0.0,0.0,0.0,0.0
Parallel Minds,2294726.7,0.0,0.0,0.0
Parallels,0.0,0.0,0.0,0.0
Paranoia,47037073.28,9929733.13,4741842.3,22922193.9
Paranoid Park,4814119.32,781118.14,47865.18,7294589.48
Paranormal Activity,22688.85,163236883.12,117789.9,292467996.32
Paranormal Activity 2,4405601.14,124462501.24,59737637.05,260682403.54
Paranormal Activity 3,7128804.43,148320204.13,74949659.21,295189311.59
Paranormal Activity 4,6921169.35,74589442.12,40148133.7,197672274.65
Paranormal Activity: Next of Kin,0.0,0.0,0.0,0.0
Paranormal Activity: The Ghost Dimension,12667700.81,23182049.57,10223459.07,99952116.81
Paranormal Activity: The Marked Ones,6523865.92,42356032.47,23934251.73,118597308.96
Parasite,12830800.43,60068122.69,442568.07,295689747.66
Parental Guidance,34605846.77,106956008.22,20146213.12,165792780.31
Pariah,622905.24,1065239.94,67244.7,1065239.94
"Paris, 13th District",0.0,77570.89,29466.5,2631100.96
"Paris, Je T'aime",21487019.22,8097760.04,64861.05,28878102.6
Parker,47037073.28,23675292.39,9418464.34,63060005.01
Parkland,13439163.79,878452.29,416944.68,1897853.18
Particle Fever,0.0,1134941.3,70328.58,1134941.3
Party Monster,9030556.17,1341756.42,27386.06,1413473.49
Passchendaele,31159348.33,0.0,0.0,0.0
Passengers,135286125.2,123005464.46,18287899.69,372829070.0
